Id,Expected
240,52.0
241,97.0
242,32.0
243,44.0
244,21.0
245,85.0
246,68.0
247,63.0
248,79.0
249,68.0
250,75.0
251,62.0
252,33.0
253,59.0
254,78.0
255,33.0
256,46.0
257,39.0
258,61.0
259,68.0
260,79.0
261,66.0
262,8.0
263,54.0
264,45.0
265,29.0
266,79.0
267,1.0
268,38.0
269,98.0
270,51.0
271,24.0
272,28.0
273,70.0
274,61.0
275,95.0
276,92.0
277,76.0
278,93.0
279,52.0
280,5.0
281,82.0
282,79.0
283,55.0
284,92.0
285,99.0
286,38.0
287,25.0
288,76.0
289,3.0
290,83.0
291,25.0
292,19.0
293,89.0
294,64.0
295,83.0
296,55.0
297,53.0
298,64.0
299,91.0
300,73.0
301,87.0
302,18.0
303,75.0
304,69.0
305,64.0
306,76.0
307,20.0
308,65.0
309,2.0
310,43.0
311,35.0
312,6.0
313,71.0
314,29.0
315,35.0
316,39.0
317,3.0
318,6.0
319,74.0
320,38.0
321,22.0
322,87.0
323,50.0
324,75.0
325,30.0
326,26.0
327,32.0
328,84.0
329,20.0
330,15.0
331,12.0
332,77.0
333,16.0
334,1.0
335,98.0
336,41.0
337,43.0
338,47.0
339,80.0
340,95.0
341,81.0
342,84.0
343,21.0
344,67.0
345,73.0
346,48.0
347,26.0
348,21.0
349,32.0
350,61.0
351,76.0
352,57.0
353,82.0
354,9.0
355,88.0
356,95.0
357,5.0
358,22.0
359,79.0
360,64.0
361,21.0
362,46.0
363,1.0
364,44.0
365,50.0
366,16.0
367,47.0
368,35.0
369,36.0
370,95.0
371,23.0
372,83.0
373,67.0
374,76.0
375,52.0
376,26.0
377,92.0
378,58.0
379,42.0
380,6.0
381,56.0
382,10.0
383,52.0
384,43.0
385,27.0
386,64.0
387,31.0
388,46.0
389,67.0
390,82.0
391,26.0
392,54.0
393,25.0
394,71.0
395,5.0
396,37.0
397,99.0
398,75.0
399,8.0
400,96.0
401,96.0
402,38.0
403,28.0
404,70.0
405,10.0
406,1.0
407,83.0
408,70.0
409,44.0
410,18.0
411,22.0
412,28.0
413,57.0
414,97.0
415,70.0
416,78.0
417,62.0
418,32.0
419,20.0
420,32.0
421,21.0
422,37.0
423,82.0
424,41.0
425,94.0
426,51.0
427,100.0
428,7.0
429,83.0
430,91.0
431,23.0
432,89.0
433,67.0
434,77.0
435,35.0
436,100.0
437,36.0
438,7.0
439,95.0
440,42.0
441,70.0
442,77.0
443,17.0
444,77.0
445,56.0
446,19.0
447,22.0
448,7.0
449,37.0
450,34.0
451,73.0
452,50.0
453,77.0
454,73.0
455,21.0
456,58.0
457,24.0
458,85.0
459,53.0
460,3.0
461,39.0
462,10.0
463,17.0
464,73.0
465,12.0
466,8.0
467,27.0
468,28.0
469,10.0
470,78.0
471,11.0
472,50.0
473,88.0
474,89.0
475,65.0
476,28.0
477,65.0
478,82.0
479,7.0
480,56.0
481,77.0
482,14.0
483,38.0
484,13.0
485,10.0
486,78.0
487,40.0
488,74.0
489,31.0
490,49.0
491,94.0
492,42.0
493,15.0
494,52.0
495,19.0
496,38.0
497,54.0
498,25.0
499,19.0
500,62.0
501,35.0
502,46.0
503,43.0
504,6.0
505,43.0
506,52.0
507,54.0
508,51.0
509,50.0
510,25.0
511,59.0
512,96.0
513,26.0
514,95.0
515,81.0
516,72.0
517,30.0
518,43.0
519,50.0
520,30.0
521,21.0
522,10.0
523,78.0
524,71.0
525,85.0
526,84.0
527,6.0
528,92.0
529,79.0
530,9.0
531,15.0
532,65.0
533,98.0
534,22.0
535,23.0
536,5.0
537,99.0
538,25.0
539,37.0
540,87.0
541,22.0
542,70.0
543,71.0
544,45.0
545,2.0
546,43.0
547,98.0
548,72.0
549,66.0
550,73.0
551,79.0
552,15.0
553,100.0
554,83.0
555,96.0
556,42.0
557,38.0
558,94.0
559,35.0
560,8.0
561,6.0
562,72.0
563,14.0
564,76.0
565,39.0
566,70.0
567,82.0
568,57.0
569,88.0
570,75.0
571,1.0
572,79.0
573,47.0
574,86.0
575,55.0
576,38.0
577,55.0
578,46.0
579,63.0
580,79.0
581,7.0
582,49.0
583,60.0
584,76.0
585,29.0
586,58.0
587,72.0
588,58.0
589,10.0
590,5.0
591,44.0
592,84.0
593,53.0
594,84.0
595,26.0
596,97.0
597,24.0
598,52.0
599,90.0
600,31.0
601,41.0
602,87.0
603,38.0
604,75.0
605,18.0
606,23.0
607,69.0
608,5.0
609,0.0
610,94.0
611,63.0
612,44.0
613,71.0
614,94.0
615,86.0
616,58.0
617,76.0
618,50.0
619,94.0
620,50.0
621,5.0
622,76.0
623,1.0
624,19.0
625,70.0
626,99.0
627,97.0
628,23.0
629,38.0
630,59.0
631,75.0
632,83.0
633,95.0
634,77.0
635,23.0
636,19.0
637,88.0
638,67.0
639,93.0
640,5.0
641,30.0
642,3.0
643,68.0
644,45.0
645,9.0
646,51.0
647,16.0
648,11.0
649,78.0
650,35.0
651,31.0
652,91.0
653,86.0
654,97.0
655,53.0
656,28.0
657,31.0
658,11.0
659,13.0
660,83.0
661,79.0
662,13.0
663,13.0
664,23.0
665,78.0
666,75.0
667,83.0
668,11.0
669,48.0
670,18.0
671,60.0
672,6.0
673,67.0
674,86.0
675,48.0
676,76.0
677,97.0
678,52.0
679,1.0
680,36.0
681,41.0
682,73.0
683,22.0
684,71.0
685,18.0
686,49.0
687,42.0
688,2.0
689,14.0
690,75.0
691,13.0
692,54.0
693,6.0
694,8.0
695,87.0
696,85.0
697,73.0
698,7.0
699,59.0
700,91.0
701,7.0
702,85.0
703,16.0
704,10.0
705,19.0
706,29.0
707,98.0
708,0.0
709,85.0
710,12.0
711,54.0
712,80.0
713,51.0
714,95.0
715,65.0
716,55.0
717,35.0
718,62.0
719,15.0
720,6.0
721,72.0
722,90.0
723,76.0
724,64.0
725,33.0
726,2.0
727,32.0
728,79.0
729,40.0
730,36.0
731,43.0
732,11.0
733,95.0
734,14.0
735,96.0
736,100.0
737,21.0
738,40.0
739,75.0
740,12.0
741,36.0
742,91.0
743,87.0
744,9.0
745,6.0
746,79.0
747,86.0
748,66.0
749,46.0
750,53.0
751,84.0
752,49.0
753,28.0
754,9.0
755,13.0
756,86.0
757,69.0
758,17.0
759,28.0
760,23.0
761,100.0
762,88.0
763,15.0
764,21.0
765,90.0
766,28.0
767,6.0
768,37.0
769,34.0
770,100.0
771,43.0
772,95.0
773,81.0
774,98.0
775,39.0
776,35.0
777,57.0
778,65.0
779,2.0
780,21.0
781,31.0
782,39.0
783,43.0
784,90.0
785,32.0
786,39.0
787,3.0
788,28.0
789,9.0
790,42.0
791,11.0
792,24.0
793,99.0
794,14.0
795,39.0
796,100.0
797,14.0
798,31.0
799,82.0
800,72.0
801,31.0
802,7.0
803,2.0
804,79.0
805,46.0
806,60.0
807,95.0
808,28.0
809,11.0
810,64.0
811,94.0
812,76.0
813,12.0
814,33.0
815,90.0
816,96.0
817,83.0
818,43.0
819,55.0
820,17.0
821,31.0
822,89.0
823,85.0
824,29.0
825,17.0
826,28.0
827,86.0
828,78.0
829,66.0
830,81.0
831,11.0
832,44.0
833,3.0
834,49.0
835,8.0
836,72.0
837,85.0
838,21.0
839,5.0
840,22.0
841,43.0
842,90.0
843,51.0
844,62.0
845,60.0
846,58.0
847,16.0
848,92.0
849,21.0
850,72.0
851,79.0
852,51.0
853,77.0
854,66.0
855,37.0
856,24.0
857,14.0
858,34.0
859,78.0
860,91.0
861,88.0
862,49.0
863,38.0
864,72.0
865,29.0
866,14.0
867,39.0
868,32.0
869,29.0
870,6.0
871,37.0
872,44.0
873,36.0
874,65.0
875,35.0
876,78.0
877,79.0
878,91.0
879,71.0
880,79.0
881,33.0
882,41.0
883,75.0
884,51.0
885,47.0
886,88.0
887,25.0
888,95.0
889,79.0
890,89.0
891,22.0
892,76.0
893,67.0
894,33.0
895,20.0
896,90.0
897,20.0
898,64.0
899,86.0
900,40.0
901,61.0
902,65.0
903,24.0
904,65.0
905,9.0
906,67.0
907,64.0
908,3.0
909,3.0
910,37.0
911,57.0
912,16.0
913,22.0
914,16.0
915,10.0
916,67.0
917,87.0
918,48.0
919,82.0
920,73.0
921,100.0
922,13.0
923,3.0
924,98.0
925,47.0
926,35.0
927,87.0
928,68.0
929,92.0
930,29.0
931,12.0
932,47.0
933,29.0
934,84.0
935,24.0
936,34.0
937,81.0
938,67.0
939,52.0
940,31.0
941,83.0
942,33.0
943,57.0
944,97.0
945,89.0
946,25.0
947,99.0
948,46.0
949,85.0
950,4.0
951,0.0
952,97.0
953,11.0
954,4.0
955,98.0
956,83.0
957,93.0
958,99.0
959,38.0
960,56.0
961,100.0
962,68.0
963,41.0
964,39.0
965,77.0
966,6.0
967,38.0
968,75.0
969,74.0
970,31.0
971,21.0
972,61.0
973,88.0
974,89.0
975,49.0
976,93.0
977,47.0
978,74.0
979,17.0
980,84.0
981,30.0
982,5.0
983,72.0
984,85.0
985,60.0
986,34.0
987,15.0
988,38.0
989,38.0
990,21.0
991,0.0
992,91.0
993,80.0
994,38.0
995,98.0
996,14.0
997,10.0
998,84.0
999,13.0
1000,17.0
1001,18.0
1002,96.0
1003,100.0
1004,62.0
1005,16.0
1006,60.0
1007,13.0
1008,54.0
1009,51.0
1010,3.0
1011,61.0
1012,68.0
1013,11.0
1014,8.0
1015,8.0
1016,32.0
1017,87.0
1018,79.0
1019,83.0
1020,69.0
1021,30.0
1022,3.0
1023,79.0
1024,58.0
1025,27.0
1026,48.0
1027,3.0
1028,74.0
1029,93.0
1030,39.0
1031,68.0
1032,13.0
1033,63.0
1034,33.0
1035,13.0
1036,34.0
1037,0.0
1038,83.0
1039,46.0
1040,98.0
1041,41.0
1042,24.0
1043,8.0
1044,50.0
1045,43.0
1046,39.0
1047,79.0
1048,52.0
1049,67.0
1050,57.0
1051,62.0
1052,8.0
1053,53.0
1054,85.0
1055,66.0
1056,24.0
1057,82.0
1058,35.0
1059,73.0
1060,25.0
1061,94.0
1062,43.0
1063,0.0
1064,18.0
1065,38.0
1066,65.0
1067,60.0
1068,23.0
1069,87.0
1070,25.0
1071,46.0
1072,3.0
1073,37.0
1074,63.0
1075,12.0
1076,82.0
1077,22.0
1078,1.0
1079,52.0
1080,83.0
1081,36.0
1082,42.0
1083,2.0
1084,51.0
1085,16.0
1086,44.0
1087,26.0
1088,55.0
1089,62.0
1090,94.0
1091,73.0
1092,31.0
1093,16.0
1094,14.0
1095,0.0
1096,57.0
1097,96.0
1098,20.0
1099,95.0
1100,61.0
1101,47.0
1102,11.0
1103,24.0
1104,60.0
1105,40.0
1106,55.0
1107,92.0
1108,86.0
1109,8.0
1110,80.0
1111,84.0
1112,35.0
1113,18.0
1114,35.0
1115,43.0
1116,73.0
1117,64.0
1118,37.0
1119,80.0
1120,45.0
1121,57.0
1122,76.0
1123,11.0
1124,93.0
1125,47.0
1126,28.0
1127,55.0
1128,73.0
1129,31.0
1130,89.0
1131,53.0
1132,80.0
1133,84.0
1134,44.0
1135,93.0
1136,27.0
1137,3.0
1138,39.0
1139,20.0
1140,31.0
1141,46.0
1142,24.0
1143,76.0
1144,21.0
1145,7.0
1146,17.0
1147,77.0
1148,8.0
1149,39.0
1150,73.0
1151,11.0
1152,60.0
1153,48.0
1154,95.0
1155,0.0
1156,38.0
1157,10.0
1158,0.0
1159,52.0
1160,27.0
1161,38.0
1162,82.0
1163,17.0
1164,27.0
1165,53.0
1166,24.0
1167,96.0
1168,64.0
1169,40.0
1170,0.0
1171,72.0
1172,55.0
1173,62.0
1174,33.0
1175,19.0
1176,63.0
1177,77.0
1178,63.0
1179,17.0
1180,72.0
1181,27.0
1182,2.0
1183,36.0
1184,64.0
1185,31.0
1186,55.0
1187,69.0
1188,84.0
1189,98.0
1190,19.0
1191,51.0
1192,46.0
1193,10.0
1194,97.0
1195,78.0
1196,95.0
1197,66.0
1198,2.0
1199,58.0
1200,98.0
1201,69.0
1202,43.0
1203,91.0
1204,93.0
1205,54.0
1206,10.0
1207,76.0
1208,52.0
1209,78.0
1210,54.0
1211,47.0
1212,89.0
1213,84.0
1214,38.0
1215,94.0
1216,34.0
1217,36.0
1218,89.0
1219,11.0
1220,96.0
1221,65.0
1222,17.0
1223,92.0
1224,71.0
1225,42.0
1226,14.0
1227,39.0
1228,46.0
1229,53.0
1230,63.0
1231,85.0
1232,7.0
1233,75.0
1234,14.0
1235,8.0
1236,63.0
1237,21.0
1238,20.0
1239,92.0
1240,27.0
1241,29.0
1242,40.0
1243,38.0
1244,8.0
1245,49.0
1246,26.0
1247,2.0
1248,52.0
1249,6.0
1250,51.0
1251,96.0
1252,20.0
1253,73.0
1254,27.0
1255,87.0
1256,58.0
1257,83.0
1258,44.0
1259,26.0
1260,24.0
1261,78.0
1262,33.0
1263,96.0
1264,36.0
1265,82.0
1266,5.0
1267,82.0
1268,21.0
1269,54.0
1270,4.0
1271,90.0
1272,19.0
1273,49.0
1274,7.0
1275,59.0
1276,39.0
1277,83.0
1278,15.0
1279,42.0
1280,86.0
1281,88.0
1282,4.0
1283,14.0
1284,53.0
1285,15.0
1286,65.0
1287,7.0
1288,92.0
1289,92.0
1290,75.0
1291,86.0
1292,3.0
1293,3.0
1294,19.0
1295,55.0
1296,44.0
1297,12.0
1298,0.0
1299,15.0
1300,56.0
1301,50.0
1302,30.0
1303,40.0
1304,49.0
1305,5.0
1306,17.0
1307,2.0
1308,41.0
1309,3.0
1310,60.0
1311,56.0
1312,11.0
1313,57.0
1314,32.0
1315,29.0
1316,93.0
1317,0.0
1318,89.0
1319,77.0
1320,21.0
1321,31.0
1322,98.0
1323,15.0
1324,33.0
1325,46.0
1326,43.0
1327,89.0
1328,53.0
1329,3.0
1330,5.0
1331,14.0
1332,22.0
1333,9.0
1334,68.0
1335,84.0
1336,60.0
1337,41.0
1338,13.0
1339,87.0
1340,45.0
1341,60.0
1342,96.0
1343,82.0
1344,25.0
1345,0.0
1346,8.0
1347,72.0
1348,74.0
1349,68.0
1350,14.0
1351,19.0
1352,60.0
1353,57.0
1354,30.0
1355,35.0
1356,21.0
1357,88.0
1358,31.0
1359,17.0
1360,8.0
1361,35.0
1362,68.0
1363,84.0
1364,47.0
1365,61.0
1366,66.0
1367,77.0
1368,61.0
1369,90.0
1370,5.0
1371,36.0
1372,83.0
1373,89.0
1374,36.0
1375,99.0
1376,42.0
1377,52.0
1378,100.0
1379,2.0
1380,87.0
1381,67.0
1382,7.0
1383,60.0
1384,68.0
1385,83.0
1386,63.0
1387,82.0
1388,51.0
1389,93.0
1390,61.0
1391,23.0
1392,69.0
1393,41.0
1394,47.0
1395,7.0
1396,94.0
1397,91.0
1398,78.0
1399,49.0
1400,14.0
1401,37.0
1402,24.0
1403,13.0
1404,24.0
1405,62.0
1406,39.0
1407,19.0
1408,11.0
1409,86.0
1410,97.0
1411,63.0
1412,85.0
1413,81.0
1414,27.0
1415,31.0
1416,65.0
1417,8.0
1418,3.0
1419,94.0
1420,64.0
1421,57.0
1422,72.0
1423,19.0
1424,67.0
1425,100.0
1426,70.0
1427,62.0
1428,26.0
1429,44.0
1430,22.0
1431,45.0
1432,77.0
1433,80.0
1434,80.0
1435,73.0
1436,27.0
1437,70.0
1438,27.0
1439,57.0
1440,9.0
1441,80.0
1442,0.0
1443,59.0
1444,96.0
1445,67.0
1446,52.0
1447,0.0
1448,9.0
1449,94.0
1450,77.0
1451,4.0
1452,27.0
1453,5.0
1454,62.0
1455,58.0
1456,46.0
1457,92.0
1458,15.0
1459,84.0
1460,76.0
1461,53.0
1462,45.0
1463,30.0
1464,60.0
1465,45.0
1466,5.0
1467,31.0
1468,28.0
1469,86.0
1470,85.0
1471,28.0
1472,74.0
1473,53.0
1474,6.0
1475,23.0
1476,65.0
1477,43.0
1478,19.0
1479,55.0
1480,24.0
1481,27.0
1482,87.0
1483,60.0
1484,53.0
1485,39.0
1486,50.0
1487,69.0
1488,88.0
1489,83.0
1490,59.0
1491,82.0
1492,44.0
1493,99.0
1494,12.0
1495,100.0
1496,4.0
1497,19.0
1498,21.0
1499,57.0
1500,2.0
1501,77.0
1502,61.0
1503,33.0
1504,37.0
1505,53.0
1506,61.0
1507,4.0
1508,13.0
1509,11.0
1510,80.0
1511,79.0
1512,44.0
1513,97.0
1514,73.0
1515,81.0
1516,3.0
1517,58.0
1518,17.0
1519,18.0
1520,13.0
1521,48.0
1522,91.0
1523,2.0
1524,53.0
1525,59.0
1526,7.0
1527,26.0
1528,99.0
1529,2.0
1530,94.0
1531,71.0
1532,53.0
1533,55.0
1534,55.0
1535,12.0
1536,95.0
1537,23.0
1538,20.0
1539,91.0
1540,69.0
1541,3.0
1542,93.0
1543,5.0
1544,40.0
1545,86.0
1546,72.0
1547,53.0
1548,63.0
1549,59.0
1550,75.0
1551,86.0
1552,9.0
1553,85.0
1554,12.0
1555,14.0
1556,43.0
1557,97.0
1558,10.0
1559,1.0
1560,21.0
1561,17.0
1562,12.0
1563,61.0
1564,74.0
1565,31.0
1566,99.0
1567,5.0
1568,41.0
1569,11.0
1570,76.0
1571,38.0
1572,39.0
1573,73.0
1574,28.0
1575,12.0
1576,100.0
1577,93.0
1578,10.0
1579,66.0
1580,84.0
1581,24.0
1582,80.0
1583,68.0
1584,6.0
1585,29.0
1586,82.0
1587,32.0
1588,66.0
1589,86.0
1590,99.0
1591,90.0
1592,30.0
1593,55.0
1594,87.0
1595,21.0
1596,80.0
1597,11.0
1598,66.0
1599,16.0
1600,92.0
1601,92.0
1602,51.0
1603,53.0
1604,84.0
1605,30.0
1606,29.0
1607,100.0
1608,8.0
1609,54.0
1610,98.0
1611,90.0
1612,85.0
1613,85.0
1614,70.0
1615,56.0
1616,94.0
1617,38.0
1618,89.0
1619,95.0
1620,37.0
1621,15.0
1622,20.0
1623,96.0
1624,51.0
1625,39.0
1626,7.0
1627,57.0
1628,55.0
1629,8.0
1630,72.0
1631,70.0
1632,75.0
1633,85.0
1634,73.0
1635,10.0
1636,17.0
1637,35.0
1638,8.0
1639,4.0
1640,4.0
1641,88.0
1642,95.0
1643,40.0
1644,96.0
1645,47.0
1646,15.0
1647,77.0
1648,47.0
1649,61.0
1650,41.0
1651,96.0
1652,14.0
1653,68.0
1654,67.0
1655,65.0
1656,27.0
1657,18.0
1658,45.0
1659,46.0
1660,88.0
1661,62.0
1662,11.0
1663,41.0
1664,57.0
1665,67.0
1666,3.0
1667,90.0
1668,53.0
1669,36.0
1670,100.0
1671,22.0
1672,41.0
1673,8.0
1674,36.0
1675,18.0
1676,38.0
1677,84.0
1678,16.0
1679,30.0
1680,94.0
1681,64.0
1682,99.0
1683,28.0
1684,17.0
1685,49.0
1686,7.0
1687,42.0
1688,74.0
1689,97.0
1690,63.0
1691,3.0
1692,1.0
1693,53.0
1694,78.0
1695,62.0
1696,88.0
1697,85.0
1698,79.0
1699,15.0
1700,74.0
1701,6.0
1702,77.0
1703,60.0
1704,80.0
1705,30.0
1706,41.0
1707,81.0
1708,51.0
1709,44.0
1710,29.0
1711,38.0
1712,57.0
1713,93.0
1714,75.0
1715,30.0
1716,59.0
1717,25.0
1718,84.0
1719,84.0
1720,32.0
1721,85.0
1722,82.0
1723,37.0
1724,37.0
1725,16.0
1726,96.0
1727,67.0
1728,54.0
1729,71.0
1730,46.0
1731,72.0
1732,44.0
1733,63.0
1734,65.0
1735,95.0
1736,42.0
1737,39.0
1738,47.0
1739,1.0
1740,77.0
1741,4.0
1742,50.0
1743,81.0
1744,85.0
1745,41.0
1746,23.0
1747,32.0
1748,63.0
1749,68.0
1750,78.0
1751,29.0
1752,28.0
1753,11.0
1754,92.0
1755,49.0
1756,78.0
1757,43.0
1758,100.0
1759,1.0
1760,51.0
1761,92.0
1762,61.0
1763,52.0
1764,57.0
1765,7.0
1766,67.0
1767,70.0
1768,20.0
1769,67.0
1770,70.0
1771,19.0
1772,29.0
1773,28.0
1774,84.0
1775,99.0
1776,33.0
1777,93.0
1778,50.0
1779,87.0
1780,98.0
1781,99.0
1782,18.0
1783,86.0
1784,47.0
1785,81.0
1786,86.0
1787,7.0
1788,49.0
1789,20.0
1790,0.0
1791,94.0
1792,36.0
1793,26.0
1794,33.0
1795,89.0
1796,45.0
1797,38.0
1798,9.0
1799,46.0
1800,34.0
1801,5.0
1802,75.0
1803,86.0
1804,22.0
1805,2.0
1806,78.0
1807,34.0
1808,22.0
1809,36.0
1810,92.0
1811,79.0
1812,27.0
1813,57.0
1814,27.0
1815,33.0
1816,50.0
1817,25.0
1818,49.0
1819,72.0
1820,18.0
1821,39.0
1822,81.0
1823,58.0
1824,54.0
1825,36.0
1826,18.0
1827,37.0
1828,59.0
1829,14.0
1830,22.0
1831,10.0
1832,2.0
1833,39.0
1834,63.0
1835,3.0
1836,23.0
1837,76.0
1838,18.0
1839,24.0
1840,65.0
1841,24.0
1842,34.0
1843,18.0
1844,47.0
1845,89.0
1846,59.0
1847,78.0
1848,27.0
1849,71.0
1850,47.0
1851,30.0
1852,4.0
1853,65.0
1854,23.0
1855,12.0
1856,93.0
1857,74.0
1858,54.0
1859,15.0
1860,79.0
1861,38.0
1862,72.0
1863,38.0
1864,85.0
1865,50.0
1866,24.0
1867,2.0
1868,96.0
1869,93.0
1870,9.0
1871,69.0
1872,25.0
1873,74.0
1874,19.0
1875,65.0
1876,35.0
1877,79.0
1878,12.0
1879,27.0
1880,4.0
1881,66.0
1882,7.0
1883,52.0
1884,53.0
1885,73.0
1886,44.0
1887,51.0
1888,2.0
1889,6.0
1890,30.0
1891,66.0
1892,10.0
1893,49.0
1894,54.0
1895,92.0
1896,21.0
1897,50.0
1898,54.0
1899,20.0
1900,90.0
1901,42.0
1902,65.0
1903,77.0
1904,14.0
1905,10.0
1906,40.0
1907,43.0
1908,58.0
1909,98.0
1910,28.0
1911,74.0
1912,78.0
1913,78.0
1914,72.0
1915,69.0
1916,91.0
1917,34.0
1918,5.0
1919,42.0
1920,13.0
1921,59.0
1922,39.0
1923,34.0
1924,78.0
1925,81.0
1926,95.0
1927,7.0
1928,51.0
1929,81.0
1930,4.0
1931,45.0
1932,64.0
1933,66.0
1934,14.0
1935,39.0
1936,3.0
1937,24.0
1938,14.0
1939,16.0
1940,27.0
1941,31.0
1942,73.0
1943,66.0
1944,85.0
1945,74.0
1946,23.0
1947,95.0
1948,28.0
1949,78.0
1950,16.0
1951,9.0
1952,35.0
1953,4.0
1954,89.0
1955,36.0
1956,26.0
1957,83.0
1958,69.0
1959,58.0
1960,57.0
1961,63.0
1962,91.0
1963,26.0
1964,76.0
1965,2.0
1966,70.0
1967,87.0
1968,38.0
1969,93.0
1970,73.0
1971,57.0
1972,94.0
1973,89.0
1974,60.0
1975,80.0
1976,48.0
1977,69.0
1978,86.0
1979,73.0
1980,64.0
1981,50.0
1982,26.0
1983,87.0
1984,4.0
1985,76.0
1986,70.0
1987,25.0
1988,38.0
1989,16.0
1990,27.0
1991,27.0
1992,57.0
1993,34.0
1994,31.0
1995,4.0
1996,93.0
1997,6.0
1998,37.0
1999,46.0
2000,24.0
2001,41.0
2002,59.0
2003,67.0
2004,8.0
2005,79.0
2006,23.0
2007,98.0
2008,27.0
2009,70.0
2010,84.0
2011,95.0
2012,85.0
2013,56.0
2014,85.0
2015,4.0
2016,31.0
2017,74.0
2018,65.0
2019,90.0
2020,100.0
2021,48.0
2022,11.0
2023,80.0
2024,42.0
2025,71.0
2026,24.0
2027,59.0
2028,33.0
2029,87.0
2030,2.0
2031,41.0
2032,40.0
2033,95.0
2034,6.0
2035,97.0
2036,31.0
2037,10.0
2038,72.0
2039,88.0
2040,0.0
2041,43.0
2042,71.0
2043,79.0
2044,35.0
2045,27.0
2046,32.0
2047,17.0
2048,38.0
2049,91.0
2050,25.0
2051,99.0
2052,72.0
2053,81.0
2054,45.0
2055,94.0
2056,10.0
2057,28.0
2058,7.0
2059,62.0
2060,75.0
2061,27.0
2062,19.0
2063,68.0
2064,100.0
2065,23.0
2066,35.0
2067,100.0
2068,15.0
2069,29.0
2070,84.0
2071,85.0
2072,47.0
2073,88.0
2074,60.0
2075,91.0
2076,95.0
2077,86.0
2078,88.0
2079,40.0
2080,81.0
2081,32.0
2082,15.0
2083,72.0
2084,54.0
2085,43.0
2086,20.0
2087,46.0
2088,2.0
2089,99.0
2090,40.0
2091,7.0
2092,27.0
2093,21.0
2094,70.0
2095,62.0
2096,87.0
2097,18.0
2098,69.0
2099,14.0
2100,7.0
2101,10.0
2102,98.0
2103,78.0
2104,31.0
2105,84.0
2106,34.0
2107,44.0
2108,10.0
2109,68.0
2110,87.0
2111,96.0
2112,8.0
2113,58.0
2114,1.0
2115,21.0
2116,40.0
2117,20.0
2118,99.0
2119,81.0
2120,62.0
2121,38.0
2122,69.0
2123,20.0
2124,14.0
2125,15.0
2126,99.0
2127,65.0
2128,76.0
2129,21.0
2130,30.0
2131,7.0
2132,88.0
2133,38.0
2134,88.0
2135,65.0
2136,37.0
2137,85.0
2138,87.0
2139,31.0
